TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages,Length,Century,Decade,Period,contemporary_single_author,Selection
A60180,13111287,97663,Wing S3720; ESTC R9801,Free,"Sibbald, Robert, Sir, 1641-1722.",1683,"An account of the Scotish atlas, or, The description of Scotland ancient & modern by His Sacred Majestie's special command to be published presently by Sir Robert Sibbald D.M. His Majestie's physician in ordinary, and geographer for his ancient kingdom of Scotland.","Sibbald, Robert, -- Sir, 1641-1722. -- Scotia illustrata.; Scotland -- Description and travel.; Scotland -- Description and travel -- Early works to 1800.",13,5261,17,1680,1650-1700,y,
A60186,17242867,106272,Wing S3728; ESTC R38241,Free,"Sibbald, Robert, Sir, 1641-1722.",1684,"Scotland illustrated, or, An essay of natural history in which are exquisitely displayed the nature of the country, the dispositions and manners of the inhabitants, and the various diseases incident to them, and likewise their proper method of cure resulting from their native medicines : and the manifold productions of nature in its three-fold kingdom, (viz.) vegetable, animal and mineral, dispersed throughout the northern part of Great Brittain, which makes up the most ancient kingdom of Scotland, are now exactly collected and published together, and their various uses, (especialy medicinal and mechanical, for the necessity as well as the accommodation of life) : clearly laid open to all : illustrated with near fifty copper plates, being the work of twenty years / published by the command of the Most Illustrious Monarch Charles II, King of Great Britain, &c. by Sir R. Sibbald ...",Natural history -- Scotland.; Medicine -- Scotland -- Early works to 1800.; Scotland -- Description and travel.,398,340206,17,1680,1650-1700,y,
A60373,12442681,62127,Wing S3993; ESTC R19602,Free,"Slezer, John, d. 1714.; Sibbald, Robert, Sir, 1641-1722.; Trenchard, John, Sir, 1640-1695.",1693,"Theatrum Scotiæ containing the prospects of Their Majesties castles and palaces : together with those of the most considerable towns and colleges, the ruins of many ancient abbeys, churches, monasteries and convents, within the said kingdom : all curiously engraven on copper plates, with a short description of each place / by John Slezer ...",Scotland -- Description and travel -- Early works to 1800.,141,15150,17,1690,1650-1700,n,
A60466,99831507,35970,Wing S4097; ESTC R220078,Free,"Smith, John, Captain, lieutenant under Col. Rainsborough.",1661,The trade & fishing of Great-Britain displayed with a description of the islands of Orkney and Shotland. By Captain John Smith.,Fishing -- England -- Early works to 1800.; Orkney (scotland) -- Description and travel -- Early works to 1800.,24,6492,17,1660,1650-1700,n,
A60582,12085078,53701,Wing S4246; ESTC R4103,Free,"Smith, Thomas, 1638-1710.",1678,"Remarks upon the manners, religion and government of the Turks together with a survey of the seven churches of Asia, as they now lye in their ruines, and a brief description of Constantinople / by Tho. Smith ...; Epistolae duae. English",Turkey -- Description and travel.; Istanbul (Turkey) -- Description and travel.,352,57247,17,1670,1650-1700,y,
A60917,13780191,101781,Wing S4698; ESTC R10470,Free,"King, William, 1663-1712.; Sorbière, Samuel, 1615-1670. Relation d'un voyage en Angleterre.",1698,"A journey to London in the year 1698 after the ingenuous method of that made by Dr. Martin Lyster to Paris in the same year, &c. / written originally in French by Monsieur Sorbiere and newly translated into English.","Lister, Martin, 1638?-1712. -- Journey to Paris in the year 1698.; London (England) -- Humor.; London (England) -- Description and travel -- Early works to 1800.",47,7002,17,1690,1650-1700,n,
A61047,99832962,37437,Wing S4879; ESTC R221688,Free,"Speed, John, 1552?-1629.",1676,"An epitome of Mr. John Speed's theatre of the empire of Great Britain And of his prospect of the most famous parts of the world. In this new edition are added, the despciptions of His Majesties dominions abroad, viz. New England, New York, 226 Carolina, Florida, 251 Virginia, Maryland, 212 Jamaica, 232 Barbados, 239 as also the empire of the great Mogol, with the rest of the East-Indies, 255 the empire of Russia, 266 with their respective descriptions.","Atlases, British -- Early works to 1800.; Great Britain -- Description and travel -- Early works to 1800.; Great Britain -- Maps -- Early works to 1800.; America -- Maps, Pictorial -- Early works to 1800.; America -- Description and travel -- Early works to 1800.",665,372758,17,1670,1650-1700,y,
A61161,11942143,51287,Wing S5035; ESTC R348,Free,"Sprat, Thomas, 1635-1713.; Wren, Christopher, Sir, 1632-1723.",1665,"Observations on Monsieur de Sorbier's Voyage into England written to Dr. Wren, professor of astronomy in Oxford / by Thomas Sprat ...","Sorbière, Samuel, 1615-1670. -- Relation d'un voyage en Angleterre.; Great Britain -- Description and travel.; Great Britain -- Description and travel -- Early works to 1800.",304,24823,17,1660,1650-1700,n,
A61855,99828674,33105,Wing S6019; ESTC R216963,Free,"Struys, Jan Janszoon, d. 1694.; Morrison, John, 17th cent.; Butler, David, Captain.",1684,"The perillous and most unhappy voyages of John Struys Through Italy, Greece, Lifeland, Muscovia, Tartary, Media, Persia, East-India, Japan, and other places in Europe, Africa and Asia. Containing, I. Most accurate remarks and observations of the distinct qualities, religion, politie, customs, laws and properties of the inhabitants: II. A due description of the several cities, towns, forts, and places of trust, as to their site and strength, fortifications by nature, or art, &c. with other things worthy of note: and, III. An exact memorial of the most disastrous calamities which befell the author in those parts (viz) by ship-wrack, robberies, slavery, hunger, tortures, with other incommodities and hardships. To which are added 2 narrativs sent from Capt. D. Butler, relating to the taking in of Astrachan by the Cosacs. Illustrated with divers curious plates, first designed and taken from the life by the author himself. Rendered out of Nether-dutch by John Morrison·; Reysen door Moscovien, Tartarijen, Oost-Indien. English",Voyages and travels -- Early works to 1800.,398,174182,17,1680,1650-1700,n,
A62166,13241699,98632,Wing S672; ESTC R7882,Free,"Sandys, George, 1578-1644.",1684,"Anglorum speculum, or, The worthies of England in church and state alphabetically digested into the several shires and counties therein contained : wherein are illustrated the lives and characters of the most eminent persons since the conquest to this present age : also an account of the commodities and trade of each respective county and the most flourishing cities and towns therein.",Great Britain -- Biography.; Wales -- Biography.; Great Britain -- Description and travel.; Great Britain -- Description and travel -- Early works to 1800.; Wales -- Description and travel.; Wales -- Description and travel -- Early works to 1800.,734,186141,17,1680,1650-1700,y,
A62355,12540830,62973,Wing S891; ESTC R14486,Free,"Schottus, Franciscus, 1548-1622.; Warcupp, Edmund.",1660,"Italy in its original glory, ruine, and revival being an exact survey of the whole geography and history of that famous country, with the adjacent islands of Sicily, Malta, &c. : and whatever is remarkable in Rome (the mistress of the world) and all those towns and territories mentioned in antient and modern authors / translated out of the originals for general satisfaction, by Edmund Warcupp, Esquire.",Italy -- Description and travel.; Italy -- Description and travel -- Early works to 1800.,355,169267,17,1660,1650-1700,n,
A62650,99830805,35259,Wing T1277A; ESTC R219326,Free,"Timberlake, Henry, d. 1626.; Brett, Samuel.; R. B., 1632?-1725? Journey to Jerusalem.; T. B.",1692,"Two journeys to Jerusalem containing first, a strange and true account of the travels of two English pilgrims some years since, and what admirable accidents befel them in their journey to Jerusalem, Grand Cairo, Alexandria, &c. by H.T. Secondly the travels of fourteen Englishmen in 1669. from Scanderoon to Tripoly, Joppa, Ramah, Jerusalem, Bethlehem, Jericho, the river Jordan, the Lake of Sodom and Gomorrah, and back again to Aleppo. By T.B. VVith the rare antiquities, monuments, and memorable places and things mentioned in holy Scripture: and an exact description of the old and new Jerusalem, &c. To which is added, a relation of the great council of the Jews assembled in the plains of Ajayday in Hungaria in 1650. to examine the Scriptures concerning Christ. By S.B. an Englishman there present. VVith an account of the vvonderful delusion of the Jews, by a counterfeit Messiah or false Christ at Smyrna, in 1666. and the event thereof. Lastly, the fatal and final extirpation and destruction of the Jews throughout",Jews -- History -- Early works to 1800.; Jerusalem -- Description and travel -- Early works to 1800.; Palestine -- Description and travel -- Early works to 1800.,197,48181,17,1690,1650-1700,n,
A63248,12364466,60362,Wing T2285; ESTC R22635,Free,"Ward, Edward, 1667-1731.",1699,"A trip to Ireland being a description of the country, people and manner : as also some select observations on Dublin.",Voyages and travels.; Ireland -- Description and travel.; Ireland -- Description and travel -- Early works to 1800.,17,8851,17,1690,1650-1700,y,
A63407,15070026,103159,Wing T250; ESTC R35212,Free,"Tavernier, Jean-Baptiste, 1605-1689.; Everard, Edmund.",1680,"A collection of several relations and treatises singular and curious of John Baptista Tavernier, Baron of Aubonne not printed among his first six voyages ... / published by Edmund Everard, Esquire ...",Tonkin -- Description and travel.; Japan -- History.; Netherlands -- Colonies.,194,77355,17,1680,1650-1700,n,
A63414,99826325,30722,Wing T251; ESTC R214108,Free,"Tavernier, Jean-Baptiste, 1605-1689.; Phillips, John, 1631-1706.; Oldenburg, Henry, 1615?-1677, attributed name.; Everard, Edmund, attributed name.",1684,"Collections of travels through Turky into Persia, and the East-Indies Giving an account of the present state of those countries. As also a full relation of the five years wars, between Aureng-Zebe and his brothers in their father's life-time, about the succession. And a voyage made by the Great Mogul (Aureng-Zebe) with his army from Dehli to Lahor, from Lahor to Bember, and from thence to the kingdom of Kachemire, by the Mogols, call'd The paradise of the Indies. Together with a relation of the kingdom of Japan and Tunkin, and of their particular manners and trade. To which is added a new description of the grand seignior's seraglio, and also of all the kingdoms that encompass the Euxine and Caspian seas. Being the travels of Monsieur Tavernier Bernier, and other great men: adorned with many copper plates. The first volume.; Six voyages de Jean-Baptiste Tavernier. Vol. 1. English.",Iran -- Description and travel -- Early works to 1800.; Turkey -- Description and travel -- Early works to 1800.; India -- Description and travel -- Early works to 1800.,980,1272242,17,1680,1650-1700,n,
A63439,17203787,106224,Wing T255; ESTC R38194,Free,"Tavernier, Jean-Baptiste, 1605-1689.; Phillips, John, 1631-1706.; Cox, Daniel, Dr.",1677,"The six voyages of John Baptista Tavernier, Baron of Aubonne through Turky, into Persia and the East-Indies, for the space of forty years : giving an account of the present state of those countries, viz. of the religion, government, customs, and commerce of every country, and the figures, weight, and value of the money currant all over Asia : to which is added A new description of the Seraglio / made English by J.P. ; added likewise, A voyage into the Indies, &c. by an English traveller, never before printed ; publish'd by Dr. Daniel Cox; Six voyages de Jean-Baptiste Tavernier. English",Voyages and travels.; Iran -- Description and travel.; Turkey -- Description and travel.; India -- Description and travel.; India -- Description and travel -- Early works to 1800.,637,855756,17,1670,1650-1700,n,
